lon,lat,ppi
27.748511,43.597979,0.000000
27.886438,43.481919,0.042214
27.799465,43.534965,0.652868
27.748916,43.460662,0.052036
27.702351,43.485269,0.255668
27.782878,43.573078,0.000000
27.745431,43.559282,0.034807
27.871235,43.585585,0.000000
27.841078,43.572574,0.000000
27.784262,43.507878,0.726243
27.861209,43.481752,0.027008
27.836620,43.563693,0.081820
27.832026,43.481698,0.050201
27.744545,43.497338,0.764418
27.872388,43.579633,0.000000
27.801994,43.585731,0.057867
27.707846,43.479293,1.637266
27.815282,43.523959,0.212612
27.846134,43.455932,0.000000
27.900956,43.568426,0.000000
27.812881,43.584664,0.468416
27.712595,43.546615,0.022852
27.813271,43.457071,0.040689
27.881413,43.544538,0.273092
27.718054,43.495527,0.730890
27.785417,43.549199,0.150290
27.897346,43.517131,0.000000
27.860087,43.568201,0.067768
27.819923,43.519423,0.054338
27.853996,43.478835,0.000000
27.798354,43.488241,0.065484
27.820274,43.453960,0.005353
27.887150,43.471469,0.000000
27.896114,43.550906,0.000000
27.874890,43.581325,0.000000
27.871771,43.571174,0.000000
27.698647,43.475027,0.070226
27.885047,43.539107,0.391107
27.827127,43.539541,0.000000
27.873464,43.594121,0.000000
27.820479,43.450807,0.371226
27.854803,43.474687,0.000000
27.713642,43.540936,0.109038
27.766910,43.573636,0.014343
27.883975,43.575852,0.301434
27.778728,43.558519,0.000000
27.707881,43.450479,0.000000
27.784989,43.544880,0.000000
27.731159,43.597461,0.000000
27.790571,43.498380,0.000681
27.795131,43.534816,0.387700
27.719387,43.534867,0.032549
27.794317,43.501055,0.039712
27.807622,43.497000,0.000000
27.830114,43.486574,0.000000
27.820581,43.513206,0.043065
27.788010,43.567730,1.840500
27.796563,43.511935,0.000000
27.835171,43.449710,0.000000
27.768844,43.482230,0.000000
27.847539,43.547585,0.037054
27.824234,43.517952,0.009057
27.717355,43.572247,0.014271
27.705184,43.463011,0.019039
27.847634,43.474830,0.014831
27.788319,43.534412,0.000000
27.743009,43.472947,0.056962
27.810755,43.537047,0.000000
27.764460,43.517016,0.000775
27.827637,43.522519,0.000000
27.888096,43.510720,0.120381
27.798187,43.588189,0.000000
27.805839,43.567516,0.300728
27.726569,43.514472,0.814239
27.713673,43.554082,0.068729
27.859021,43.458177,0.043577
27.720977,43.491637,0.733594
27.785213,43.571621,0.000000
27.867791,43.561390,0.000000
27.824508,43.529025,0.000000
27.882037,43.544893,0.399335
27.759327,43.541812,0.000000
27.879820,43.503041,1.220315
27.886752,43.545667,0.016964
27.842221,43.539070,0.011115
