lon,lat,ppi
27.828722,43.520440,0.000000
27.751174,43.533132,0.000000
27.767603,43.550221,0.449459
27.814686,43.599148,0.000000
27.724168,43.551675,0.061107
27.753074,43.546626,0.000000
27.789572,43.583026,0.131129
27.858382,43.526615,0.000000
27.825210,43.553241,0.000000
27.771543,43.461142,0.337765
27.718062,43.464822,0.558573
27.704397,43.554860,0.052549
27.821266,43.590997,0.080256
27.712487,43.547966,0.048550
27.702085,43.600975,0.000000
27.855214,43.451183,0.000000
27.790916,43.591031,0.000000
27.707996,43.523863,0.001811
27.809178,43.539399,0.022925
27.881761,43.491950,0.000000
27.798469,43.600162,0.193827
27.764831,43.546368,0.000000
27.714398,43.562991,0.823662
27.705754,43.458866,0.000000
27.776940,43.467499,0.000000
27.815623,43.521705,0.000000
27.749390,43.489023,0.774692
27.779634,43.513582,0.042935
27.802053,43.468766,0.000000
27.755080,43.489075,0.863125
27.895897,43.452582,0.030385
27.859490,43.482575,0.036308
27.803802,43.479469,0.000000
27.857887,43.561464,0.564832
27.701450,43.514269,0.053425
27.845556,43.467642,0.000000
27.856618,43.568047,0.040619
27.705718,43.583124,0.000000
27.871409,43.485907,0.059074
27.759153,43.547666,0.000000
27.818873,43.542392,0.029874
27.840902,43.524313,0.049149
27.794055,43.462159,0.000000
27.797625,43.536239,0.685784
27.801760,43.558720,0.099352
27.774038,43.453202,0.083610
27.840310,43.561865,0.419318
27.897118,43.451582,0.218528
27.839154,43.541074,0.000000
27.844058,43.493315,0.000000
27.803173,43.571856,0.443776
27.793794,43.583807,0.000000
27.793570,43.491246,0.493156
27.846180,43.485826,0.043090
27.783112,43.571996,0.000000
27.855505,43.541943,0.138491
27.840460,43.456785,0.083482
27.840619,43.503966,0.000000
27.764603,43.508731,0.000000
27.709352,43.555099,0.034430
27.764123,43.598056,0.012272
27.795881,43.535351,0.833256
27.707096,43.542147,0.072991
27.882384,43.449806,0.106005
27.806469,43.466124,0.000000
27.841891,43.586525,0.111767
27.874088,43.551617,0.028414
27.826729,43.483177,0.026038
27.891150,43.558509,0.013292
27.837274,43.503540,0.000000
27.869027,43.578488,0.092902
27.766801,43.565083,0.395170
27.745183,43.488870,0.844347
27.827641,43.540888,0.000000
27.734479,43.554580,0.095817
27.746653,43.597991,0.000000
27.792368,43.522319,0.030857
27.887524,43.547642,0.000000
27.711094,43.460994,0.296770
27.864474,43.571860,0.097066
27.760344,43.573500,0.000000
27.753807,43.506102,0.000000
27.701574,43.450157,0.004788
27.746048,43.518939,0.056678
27.829335,43.538084,0.003589
27.871585,43.584051,0.000000
27.729566,43.516794,0.148741
27.719091,43.489037,0.805460
27.814973,43.454988,0.004318
27.783799,43.548580,0.000000
27.743680,43.557852,0.053027
27.757326,43.540205,0.134089
27.731914,43.455100,0.893055
27.852430,43.552051,0.086647
27.859542,43.599539,0.000000
27.858790,43.546601,0.000000
27.760667,43.540092,0.000000
27.725168,43.542124,0.082735
27.887141,43.572136,0.000000
27.806949,43.539325,0.010506
27.843039,43.553381,0.047633
27.740855,43.468639,0.599347
27.833882,43.463856,0.000000
27.715101,43.538676,0.041298
27.719088,43.509657,0.019271
27.747670,43.600146,0.000000
27.859437,43.583423,0.071788
27.823961,43.570628,0.235836
27.892787,43.585508,0.090517
27.707485,43.554210,0.043614
27.708439,43.529983,0.267391
27.727780,43.574072,0.000000
27.756254,43.484115,0.024843
27.753487,43.480352,0.000000
27.872062,43.574233,0.000000
27.796539,43.510134,0.000000
27.811341,43.451412,0.021262
27.731347,43.469600,0.000000
27.722019,43.516842,0.432548
27.735449,43.573303,0.213725
27.756357,43.561641,0.871132
27.871082,43.557763,0.000000
27.898758,43.537199,0.069925
27.845548,43.449363,0.057101
27.819387,43.598574,0.000000
27.848498,43.518855,0.061696
27.821194,43.576591,0.495895
27.778178,43.467580,0.117220
27.772817,43.580440,0.000000
27.846563,43.460071,0.004751
27.857365,43.463502,0.000000
27.861496,43.449695,0.864696
27.826345,43.500378,0.029995
27.736216,43.483706,0.277187
27.808502,43.470251,0.032012
27.735929,43.460026,0.825667
27.760728,43.485886,0.018807
27.750549,43.552585,0.769963
27.896464,43.557837,0.000000
27.749589,43.465070,0.769418
27.863170,43.489211,0.529164
27.715619,43.530208,0.129291
27.765276,43.483695,0.000000
27.872386,43.588097,0.000000
27.845943,43.504287,0.115630
27.839557,43.463004,0.000000
27.759869,43.456808,0.867047
27.847170,43.476995,0.009665
27.848078,43.533084,0.042168
27.870821,43.548221,0.045272
27.813108,43.518662,0.000000
27.814612,43.455711,0.000000
27.811772,43.474370,0.000000
27.812796,43.596820,0.000000
27.848515,43.537763,0.031677
27.781468,43.550217,0.022776
27.842548,43.527002,0.220027
27.887206,43.593475,0.200081
27.720092,43.500466,0.849001
27.831986,43.550851,0.664896
27.767158,43.544371,0.097613
27.753133,43.571207,0.000000
27.824801,43.541448,0.000000
27.756225,43.541202,0.223091
27.700785,43.456735,0.028783
27.713796,43.564436,0.478844
27.713744,43.570559,0.059776
27.853838,43.458846,0.020456
27.756958,43.481049,0.000000
27.726782,43.501324,0.663017
27.856936,43.590465,0.000000
27.776918,43.542954,0.000000
27.770671,43.548129,0.031979
27.854594,43.547533,0.000000
27.737504,43.558973,0.028495
27.745886,43.515788,0.048918
27.814266,43.475973,0.000000
27.754116,43.540856,0.000000
27.769530,43.526527,0.470543
27.869933,43.512301,0.000000
27.842531,43.463523,0.000000
27.807782,43.471877,0.033774
27.865597,43.555193,0.000000
27.758501,43.515435,0.064915
27.874968,43.509741,0.000000
27.700318,43.480510,0.056490
27.853092,43.458492,0.000000
27.811408,43.585665,0.364932
27.728644,43.460703,0.838255
27.738262,43.519710,0.302917
27.855658,43.508987,0.000000
27.768178,43.556520,0.407159
27.888413,43.473260,0.000000
27.813959,43.600323,0.066049
27.897207,43.574489,0.595722
27.762601,43.575646,0.000000
27.798086,43.514896,0.000000
27.824466,43.480492,0.000000
27.794013,43.600464,0.000000
27.757932,43.568744,0.000000
27.894619,43.592067,0.000000
27.807311,43.473681,0.000000
27.707933,43.454891,0.000000
27.900992,43.529348,0.038428
27.852455,43.465970,0.000000
27.802106,43.594104,0.316609
27.858488,43.472948,0.335360
27.729237,43.561367,0.039682
27.792882,43.533210,0.069832
27.769850,43.454310,0.000000
27.710780,43.465858,0.364678
27.730268,43.451869,0.028238
27.778032,43.456236,0.029451
27.740067,43.525641,0.103850
27.737922,43.491799,0.859921
27.880330,43.538153,0.397870
27.778716,43.528716,0.476081
27.768013,43.475213,0.000000
27.867003,43.454515,0.000000
27.761434,43.561697,0.293359
27.720834,43.552416,0.047970
27.769520,43.554890,0.558490
27.764504,43.461640,0.022976
27.734426,43.458415,0.466638
27.797474,43.468348,0.000000
27.813994,43.483359,0.000000
27.871040,43.580634,0.000000
27.897919,43.455627,0.042373
27.714676,43.492216,0.806515
27.824758,43.501920,0.019715
27.884498,43.484546,0.029404
27.837435,43.533073,0.000000
27.897334,43.599699,0.591576
27.796935,43.596571,0.025365
27.857175,43.467556,0.318833
27.817118,43.494952,0.051156
27.763647,43.589865,0.121780
27.768646,43.476379,0.000000
27.749083,43.504242,0.000000
27.850587,43.553055,0.001928
27.870429,43.563981,0.536486
27.798321,43.504539,0.000000
27.847803,43.486895,0.042882
27.793983,43.569940,0.000000
27.869362,43.558676,0.157017
27.887546,43.540708,0.186060
27.880171,43.527259,0.045588
27.865279,43.524311,0.000000
27.862160,43.583312,0.119820
27.854729,43.565810,0.773322
27.707819,43.593376,0.196733
27.853811,43.597241,0.000000
27.790596,43.547633,0.000000
27.789899,43.589057,0.000000
27.804632,43.486036,0.024160
27.701078,43.535521,0.227329
27.839905,43.452377,0.000000
27.722168,43.550067,0.079621
27.831362,43.523483,0.000000
27.758192,43.500580,0.117705
27.870983,43.559474,0.014932
27.760238,43.584756,0.106194
27.755128,43.512846,0.048956
27.800547,43.476430,0.000000
27.824999,43.510563,0.107594
27.812353,43.480849,0.036728
27.886125,43.570433,0.182153
27.847739,43.526514,0.345602
27.745650,43.546854,0.000000
27.760923,43.501372,0.074152
27.895837,43.473652,0.551250
27.711343,43.503312,0.011642
